price,rent,Apartement
2700.0,rent,apartment
40000.0,rent,house
3500.0,rent,house
5000.0,rent,house
25000.0,rent,house
4500.0,rent,apartment
35000.0,rent,house
7500.0,rent,store
2600.0,rent,apartment
3800.0,rent,house
3300.0,rent,apartment
3000.0,rent,apartment
7000.0,rent,store
22000.0,rent,store
3000.0,rent,apartment
4200.0,rent,apartment
18000.0,rent,house
3500.0,rent,apartment
15000.0,rent,store
3500.0,rent,apartment
2500.0,rent,store
22000.0,rent,store
3200.0,rent,apartment
2300.0,rent,apartment
3300.0,rent,apartment
7000.0,rent,house
3500.0,rent,store
3300.0,rent,apartment
28000.0,rent,store
25000.0,rent,house
2400.0,rent,apartment
3500.0,rent,apartment
6000.0,rent,store
3300.0,rent,apartment
16000.0,rent,store
2700.0,rent,apartment
1500.0,rent,store
3300.0,rent,house
3000.0,rent,apartment
3000.0,rent,store
3800.0,rent,house
3000.0,rent,store
2500.0,rent,store
2400.0,rent,store
4000.0,rent,store
3900.0,rent,house
4500.0,rent,apartment
3500.0,rent,apartment
3500.0,rent,apartment
2700.0,rent,apartment
4000.0,rent,apartment
6000.0,rent,house
4200.0,rent,PH
2500.0,rent,PH
3000.0,rent,apartment
2000.0,rent,house
3100.0,rent,apartment
4000.0,rent,apartment
6000.0,rent,house
3200.0,rent,apartment
2800.0,rent,apartment
2500.0,rent,apartment
2600.0,rent,apartment
2000.0,rent,apartment
2700.0,rent,apartment
2200.0,rent,PH
1500.0,rent,store
2700.0,rent,apartment
2800.0,rent,store
4500.0,rent,apartment
2500.0,rent,apartment
3800.0,rent,apartment
2500.0,rent,store
900.0,rent,store
8500.0,rent,store
9000.0,rent,store
1400.0,rent,store
9000.0,rent,store
2800.0,rent,apartment
13000.0,rent,store
4000.0,rent,store
7000.0,rent,store
8000.0,rent,apartment
18000.0,rent,store
3500.0,rent,store
3400.0,rent,apartment
2500.0,rent,apartment
25000.0,rent,store
2800.0,rent,store
20000.0,rent,store
2500.0,rent,apartment
3000.0,rent,apartment
14000.0,rent,store
2500.0,rent,apartment
2700.0,rent,apartment
12000.0,rent,store
11000.0,rent,store
4200.0,rent,PH
16000.0,rent,store
5500.0,rent,house
4200.0,rent,house
3200.0,rent,house
450.0,rent,apartment
4000.0,rent,apartment
35000.0,rent,house
27500.0,rent,house
21000.0,rent,apartment
85000.0,rent,house
17000.0,rent,house
130000.0,rent,house
65000.0,rent,house
60000.0,rent,house
4500.0,rent,apartment
37000.0,rent,house
95000.0,rent,house
65000.0,rent,house
50000.0,rent,house
20000.0,rent,house
71000.0,rent,house
87000.0,rent,house
13000.0,rent,apartment
48500.0,rent,house
35000.0,rent,house
11000.0,rent,apartment
50000.0,rent,house
28000.0,rent,house
4200.0,rent,house
60000.0,rent,house
17500.0,rent,house
44000.0,rent,house
27500.0,rent,house
45000.0,rent,house
21000.0,rent,house
145000.0,rent,house
23000.0,rent,house
35000.0,rent,house
35000.0,rent,house
13000.0,rent,apartment
110000.0,rent,house
10500.0,rent,apartment
7000.0,rent,apartment
50000.0,rent,house
650.0,rent,apartment
25000.0,rent,house
15000.0,rent,apartment
50000.0,rent,house
3400.0,rent,apartment
18000.0,rent,house
25000.0,rent,house
35000.0,rent,house
18000.0,rent,house
95000.0,rent,house
4000.0,rent,PH
4500.0,rent,PH
1500.0,rent,apartment
2400.0,rent,apartment
5000.0,rent,house
3200.0,rent,apartment
27000.0,rent,store
3000.0,rent,apartment
5000.0,rent,store
2700.0,rent,store
6000.0,rent,apartment
19000.0,rent,store
70000.0,rent,store
45000.0,rent,store
10000.0,rent,store
5000.0,rent,store
45000.0,rent,store
150000.0,rent,store
55000.0,rent,store
38000.0,rent,store
65000.0,rent,store
25000.0,rent,store
40000.0,rent,store
19000.0,rent,store
44000.0,rent,store
38000.0,rent,store
32000.0,rent,store
1850.0,rent,apartment
5400.0,rent,apartment
4200.0,rent,apartment
4900.0,rent,apartment
50000.0,rent,house
14500.0,rent,store
45000.0,rent,house
14500.0,rent,house
3500.0,rent,apartment
2900.0,rent,apartment
5500.0,rent,house
4500.0,rent,apartment
2800.0,rent,apartment
3500.0,rent,store
4600.0,rent,house
3000.0,rent,apartment
4500.0,rent,store
5000.0,rent,apartment
9000.0,rent,store
2600.0,rent,apartment
12000.0,rent,apartment
12000.0,rent,apartment
11000.0,rent,house
501.0,rent,apartment
550.0,rent,apartment
70000.0,rent,house
50000.0,rent,house
50000.0,rent,house
60000.0,rent,house
10500.0,rent,apartment
9000.0,rent,house
20800.0,rent,house
20000.0,rent,apartment
47000.0,rent,house
28000.0,rent,apartment
450.0,rent,house
1800.0,rent,house
75000.0,rent,store
25000.0,rent,house
55000.0,rent,house
10000.0,rent,house
40000.0,rent,house
43000.0,rent,apartment
27000.0,rent,apartment
28800.0,rent,apartment
39000.0,rent,house
1111.0,rent,apartment
55000.0,rent,apartment
18000.0,rent,apartment
11111.0,rent,apartment
70000.0,rent,house
1111.0,rent,house
111111.0,rent,house
28500.0,rent,house
75000.0,rent,store
5900.0,rent,house
70000.0,rent,store
6500.0,rent,store
50000.0,rent,house
58000.0,rent,apartment
16000.0,rent,apartment
13500.0,rent,apartment
26000.0,rent,apartment
20000.0,rent,house
600.0,rent,apartment
40000.0,rent,apartment
35000.0,rent,house
1111.0,rent,apartment
40000.0,rent,house
48000.0,rent,house
13500.0,rent,apartment
22000.0,rent,apartment
700.0,rent,apartment
20000.0,rent,apartment
800.0,rent,apartment
18000.0,rent,apartment
35000.0,rent,house
95000.0,rent,house
13000.0,rent,apartment
1111.0,rent,apartment
3300.0,rent,apartment
1600.0,rent,house
16500.0,rent,apartment
48000.0,rent,house
18000.0,rent,apartment
65000.0,rent,apartment
3000.0,rent,house
35000.0,rent,house
30000.0,rent,house
32000.0,rent,apartment
13500.0,rent,apartment
45000.0,rent,apartment
10800.0,rent,apartment
25000.0,rent,house
36000.0,rent,apartment
16500.0,rent,apartment
1111.0,rent,house
13500.0,rent,apartment
850.0,rent,apartment
1111.0,rent,apartment
70000.0,rent,house
23000.0,rent,apartment
31500.0,rent,apartment
13000.0,rent,house
20000.0,rent,house
18000.0,rent,apartment
40000.0,rent,house
15500.0,rent,apartment
32000.0,rent,apartment
4500.0,rent,store
16500.0,rent,house
23000.0,rent,apartment
20000.0,rent,apartment
16500.0,rent,apartment
24500.0,rent,apartment
22000.0,rent,apartment
32000.0,rent,house
1111.0,rent,apartment
80000.0,rent,store
30000.0,rent,house
10000.0,rent,apartment
40000.0,rent,house
13000.0,rent,apartment
1300.0,rent,house
46000.0,rent,apartment
31000.0,rent,apartment
20000.0,rent,apartment
19500.0,rent,apartment
40000.0,rent,house
25000.0,rent,apartment
55000.0,rent,apartment
30000.0,rent,house
42000.0,rent,house
45000.0,rent,apartment
1111.0,rent,house
15000.0,rent,apartment
1400.0,rent,apartment
70000.0,rent,house
30000.0,rent,apartment
15000.0,rent,apartment
6000.0,rent,apartment
1111.0,rent,apartment
800.0,rent,apartment
40000.0,rent,house
9000.0,rent,apartment
12000.0,rent,apartment
52000.0,rent,house
28000.0,rent,apartment
11111.0,rent,apartment
27000.0,rent,apartment
1300.0,rent,house
40000.0,rent,house
16500.0,rent,apartment
22000.0,rent,apartment
13500.0,rent,apartment
36000.0,rent,apartment
13200.0,rent,apartment
55000.0,rent,house
2000.0,rent,PH
20000.0,rent,apartment
11111.0,rent,house
1000.0,rent,house
4000.0,rent,apartment
10500.0,rent,apartment
36000.0,rent,house
36000.0,rent,apartment
100000.0,rent,house
8000.0,rent,store
38000.0,rent,apartment
1111.0,rent,apartment
42000.0,rent,house
42000.0,rent,apartment
20000.0,rent,apartment
10000.0,rent,apartment
60000.0,rent,store
1111.0,rent,apartment
45000.0,rent,house
18000.0,rent,apartment
50000.0,rent,house
9000.0,rent,house
22000.0,rent,apartment
30000.0,rent,house
1000.0,rent,PH
11500.0,rent,apartment
5500.0,rent,apartment
6800.0,rent,house
12000.0,rent,store
7500.0,rent,house
20000.0,rent,apartment
32000.0,rent,apartment
3000.0,rent,apartment
38000.0,rent,store
40000.0,rent,store
20000.0,rent,house
20000.0,rent,store
32000.0,rent,store
20000.0,rent,store
20000.0,rent,store
75000.0,rent,store
3800.0,rent,house
4000.0,rent,store
3200.0,rent,apartment
15000.0,rent,house
20000.0,rent,store
5500.0,rent,store
2800.0,rent,apartment
3400.0,rent,apartment
35000.0,rent,store
12000.0,rent,store
105000.0,rent,store
3500.0,rent,apartment
3000.0,rent,store
4200.0,rent,store
2500.0,rent,apartment
2500.0,rent,apartment
4200.0,rent,house
3300.0,rent,apartment
2800.0,rent,apartment
3500.0,rent,apartment
1500.0,rent,store
3500.0,rent,apartment
4500.0,rent,apartment
9000.0,rent,apartment
10000.0,rent,apartment
12000.0,rent,apartment
6000.0,rent,apartment
9000.0,rent,apartment
24000.0,rent,store
8500.0,rent,apartment
12000.0,rent,apartment
12000.0,rent,store
50000.0,rent,store
12000.0,rent,apartment
48000.0,rent,house
3900.0,rent,apartment
7000.0,rent,apartment
10000.0,rent,house
10000.0,rent,apartment
17000.0,rent,store
4700.0,rent,apartment
110000.0,rent,house
14000.0,rent,apartment
11000.0,rent,apartment
13000.0,rent,apartment
8000.0,rent,apartment
8000.0,rent,apartment
8000.0,rent,apartment
12000.0,rent,apartment
3700.0,rent,apartment
11000.0,rent,apartment
11000.0,rent,apartment
17000.0,rent,apartment
14000.0,rent,apartment
13000.0,rent,house
3800.0,rent,apartment
25000.0,rent,house
10000.0,rent,house
750.0,rent,apartment
8000.0,rent,house
14000.0,rent,apartment
9500.0,rent,apartment
15000.0,rent,apartment
50000.0,rent,house
145000.0,rent,house
9500.0,rent,house
14000.0,rent,apartment
3500.0,rent,apartment
7000.0,rent,apartment
28000.0,rent,house
7000.0,rent,house
5900.0,rent,apartment
3000.0,rent,apartment
8000.0,rent,apartment
45000.0,rent,house
95000.0,rent,house
7000.0,rent,house
11000.0,rent,apartment
3900.0,rent,apartment
6500.0,rent,apartment
12000.0,rent,apartment
35000.0,rent,house
6500.0,rent,apartment
10000.0,rent,house
700.0,rent,apartment
11000.0,rent,apartment
25000.0,rent,apartment
900.0,rent,apartment
14000.0,rent,apartment
12000.0,rent,apartment
5400.0,rent,apartment
9000.0,rent,house
50000.0,rent,house
7000.0,rent,apartment
18000.0,rent,apartment
35000.0,rent,house
48000.0,rent,house
18000.0,rent,house
7000.0,rent,house
35000.0,rent,house
11000.0,rent,apartment
6000.0,rent,apartment
85000.0,rent,house
7000.0,rent,apartment
18000.0,rent,apartment
75000.0,rent,house
60000.0,rent,house
95000.0,rent,house
22000.0,rent,apartment
750.0,rent,apartment
14000.0,rent,house
11000.0,rent,house
750.0,rent,apartment
5500.0,rent,apartment
36000.0,rent,house
9000.0,rent,apartment
40000.0,rent,store
14000.0,rent,apartment
10000.0,rent,apartment
9000.0,rent,apartment
500.0,rent,apartment
28000.0,rent,house
6500.0,rent,apartment
45000.0,rent,house
22000.0,rent,apartment
130000.0,rent,house
700.0,rent,apartment
7500.0,rent,apartment
36000.0,rent,house
6500.0,rent,apartment
12500.0,rent,apartment
3500.0,rent,house
10000.0,rent,apartment
8000.0,rent,apartment
14000.0,rent,apartment
5500.0,rent,apartment
5000.0,rent,house
1000.0,rent,apartment
12000.0,rent,apartment
35000.0,rent,house
12000.0,rent,apartment
700.0,rent,apartment
25000.0,rent,apartment
3800.0,rent,apartment
6000.0,rent,house
4500.0,rent,apartment
15000.0,rent,apartment
8500.0,rent,apartment
17000.0,rent,apartment
6500.0,rent,apartment
18000.0,rent,house
650.0,rent,apartment
35000.0,rent,house
45000.0,rent,house
4500.0,rent,apartment
28000.0,rent,house
35000.0,rent,house
10500.0,rent,apartment
1600.0,rent,PH
3000.0,rent,store
2500.0,rent,apartment
35000.0,rent,store
3600.0,rent,apartment
45000.0,rent,house
30000.0,rent,store
2500.0,rent,apartment
3500.0,rent,house
6000.0,rent,store
30000.0,rent,store
9000.0,rent,house
7000.0,rent,store
7000.0,rent,house
4200.0,rent,house
2700.0,rent,store
2400.0,rent,apartment
3800.0,rent,apartment
16000.0,rent,store
29500.0,rent,house
1800.0,rent,apartment
4000.0,rent,apartment
1900.0,rent,PH
4500.0,rent,store
3800.0,rent,apartment
3000.0,rent,PH
2000.0,rent,house
3000.0,rent,house
3200.0,rent,apartment
3000.0,rent,PH
3900.0,rent,house
2500.0,rent,apartment
3000.0,rent,apartment
3800.0,rent,apartment
2600.0,rent,apartment
3500.0,rent,apartment
4000.0,rent,house
2500.0,rent,apartment
4000.0,rent,apartment
3200.0,rent,apartment
3800.0,rent,apartment
4000.0,rent,apartment
550.0,rent,apartment
3400.0,rent,apartment
3900.0,rent,apartment
7000.0,rent,store
3400.0,rent,apartment
1850.0,rent,store
2950.0,rent,apartment
4500.0,rent,apartment
4900.0,rent,store
34000.0,rent,store
9000.0,rent,store
24000.0,rent,store
8000.0,rent,apartment
3800.0,rent,apartment
3400.0,rent,store
4500.0,rent,apartment
1800.0,rent,store
2800.0,rent,apartment
3400.0,rent,apartment
2700.0,rent,apartment
2600.0,rent,apartment
65000.0,rent,house
100000.0,rent,apartment
4200.0,rent,apartment
2400.0,rent,apartment
28000.0,rent,apartment
6000.0,rent,store
3500.0,rent,apartment
12000.0,rent,house
5500.0,rent,store
3000.0,rent,house
2500.0,rent,store
16000.0,rent,apartment
25000.0,rent,store
15800.0,rent,store
6500.0,rent,apartment
17000.0,rent,apartment
10000.0,rent,store
30000.0,rent,store
4200.0,rent,house
6500.0,rent,store
2500.0,rent,apartment
10000.0,rent,store
7000.0,rent,apartment
5300.0,rent,apartment
6000.0,rent,apartment
6000.0,rent,apartment
14000.0,rent,apartment
6000.0,rent,apartment
2800.0,rent,apartment
6000.0,rent,store
2800.0,rent,apartment
4500.0,rent,store
3000.0,rent,store
3000.0,rent,apartment
3500.0,rent,apartment
7000.0,rent,store
2000.0,rent,apartment
25000.0,rent,house
18000.0,rent,store
3800.0,rent,apartment
4000.0,rent,store
3500.0,rent,apartment
2000.0,rent,store
55000.0,rent,store
3500.0,rent,apartment
3200.0,rent,store
5500.0,rent,apartment
7000.0,rent,store
5000.0,rent,apartment
9000.0,rent,apartment
1030.0,rent,house
2500.0,rent,apartment
1800.0,rent,apartment
1290.0,rent,PH
20000.0,rent,house
5000.0,rent,house
3800.0,rent,apartment
3650.0,rent,apartment
10000.0,rent,store
7000.0,rent,store
2200.0,rent,apartment
8300.0,rent,house
1800.0,rent,apartment
3000.0,rent,apartment
3600.0,rent,apartment
1300.0,rent,apartment
1500.0,rent,apartment
5500.0,rent,apartment
6000.0,rent,PH
500.0,rent,apartment
700.0,rent,apartment
800.0,rent,apartment
650.0,rent,apartment
7000.0,rent,house
2100.0,rent,apartment
2200.0,rent,apartment
750.0,rent,apartment
24000.0,rent,apartment
10000.0,rent,store
750.0,rent,apartment
550.0,rent,apartment
1000.0,rent,apartment
12000.0,rent,house
11000.0,rent,store
3200.0,rent,apartment
8000.0,rent,apartment
8000.0,rent,store
4500.0,rent,apartment
12000.0,rent,house
1100.0,rent,house
2900.0,rent,apartment
17000.0,rent,house
12000.0,rent,apartment
3000.0,rent,store
700.0,rent,apartment
6500.0,rent,apartment
8000.0,rent,apartment
2500.0,rent,store
3500.0,rent,house
2000.0,rent,apartment
3000.0,rent,apartment
800.0,rent,apartment
1800.0,rent,PH
12000.0,rent,store
5500.0,rent,house
18000.0,rent,apartment
2800.0,rent,apartment
8000.0,rent,apartment
10000.0,rent,store
950.0,rent,apartment
900.0,rent,apartment
550.0,rent,apartment
11900.0,rent,house
4200.0,rent,apartment
6000.0,rent,apartment
2800.0,rent,apartment
45000.0,rent,store
2800.0,rent,store
3600.0,rent,apartment
750.0,rent,apartment
900.0,rent,apartment
750.0,rent,apartment
6000.0,rent,apartment
11000.0,rent,store
4800.0,rent,apartment
11000.0,rent,house
4500.0,rent,apartment
7500.0,rent,apartment
50000.0,rent,store
2500.0,rent,apartment
4300.0,rent,PH
12800.0,rent,house
3000.0,rent,PH
650.0,rent,apartment
25000.0,rent,store
550.0,rent,apartment
3300.0,rent,apartment
700.0,rent,apartment
800.0,rent,apartment
2700.0,rent,apartment
5450.0,rent,apartment
10500.0,rent,apartment
9000.0,rent,house
3000.0,rent,apartment
3800.0,rent,apartment
9600.0,rent,house
700.0,rent,apartment
4000.0,rent,apartment
690.0,rent,apartment
3000.0,rent,store
500.0,rent,apartment
750.0,rent,apartment
850.0,rent,apartment
900.0,rent,apartment
550.0,rent,apartment
6000.0,rent,store
1100.0,rent,house
76000.0,rent,apartment
40000.0,rent,store
10000.0,rent,apartment
500.0,rent,apartment
8000.0,rent,apartment
6000.0,rent,store
1300.0,rent,apartment
5000.0,rent,apartment
1000.0,rent,apartment
850.0,rent,apartment
800.0,rent,house
6400.0,rent,store
4000.0,rent,apartment
2500.0,rent,PH
700.0,rent,apartment
700.0,rent,apartment
800.0,rent,house
500.0,rent,apartment
14000.0,rent,apartment
2700.0,rent,apartment
3000.0,rent,apartment
12000.0,rent,apartment
9000.0,rent,store
600.0,rent,apartment
5000.0,rent,house
6500.0,rent,apartment
550.0,rent,apartment
12000.0,rent,apartment
5000.0,rent,store
800.0,rent,house
11000.0,rent,house
1100.0,rent,apartment
900.0,rent,apartment
3800.0,rent,apartment
2150.0,rent,apartment
750.0,rent,apartment
550.0,rent,apartment
6800.0,rent,house
1000.0,rent,apartment
4500.0,rent,apartment
850.0,rent,apartment
3000.0,rent,apartment
25000.0,rent,apartment
3600.0,rent,apartment
8000.0,rent,store
9000.0,rent,apartment
3000.0,rent,apartment
15000.0,rent,house
5500.0,rent,apartment
15000.0,rent,apartment
9500.0,rent,store
2300.0,rent,store
650.0,rent,apartment
800.0,rent,apartment
800.0,rent,apartment
3000.0,rent,apartment
700.0,rent,apartment
7000.0,rent,store
12000.0,rent,house
7800.0,rent,store
3600.0,rent,apartment
25000.0,rent,store
7500.0,rent,apartment
6000.0,rent,apartment
3000.0,rent,apartment
2000.0,rent,store
5000.0,rent,store
3500.0,rent,store
35000.0,rent,store
8000.0,rent,apartment
500.0,rent,apartment
2500.0,rent,apartment
9000.0,rent,apartment
7500.0,rent,apartment
3900.0,rent,apartment
2700.0,rent,apartment
3500.0,rent,apartment
650.0,rent,apartment
7500.0,rent,house
24000.0,rent,apartment
3200.0,rent,apartment
7500.0,rent,apartment
2900.0,rent,apartment
12000.0,rent,apartment
7800.0,rent,apartment
1000.0,rent,apartment
900.0,rent,apartment
850.0,rent,apartment
750.0,rent,apartment
600.0,rent,apartment
1150.0,rent,apartment
4500.0,rent,PH
2000.0,rent,house
2800.0,rent,apartment
5200.0,rent,PH
550.0,rent,apartment
4000.0,rent,apartment
4500.0,rent,store
10000.0,rent,apartment
700.0,rent,apartment
4500.0,rent,apartment
950.0,rent,apartment
3300.0,rent,store
2500.0,rent,PH
600.0,rent,apartment
13000.0,rent,store
800.0,rent,apartment
900.0,rent,apartment
11000.0,rent,apartment
750.0,rent,apartment
5000.0,rent,store
18000.0,rent,house
4000.0,rent,apartment
3000.0,rent,apartment
17000.0,rent,house
700.0,rent,house
50000.0,rent,store
8500.0,rent,apartment
10000.0,rent,store
600.0,rent,apartment
2300.0,rent,apartment
600.0,rent,apartment
700.0,rent,apartment
700.0,rent,apartment
5500.0,rent,store
7800.0,rent,apartment
4500.0,rent,PH
700.0,rent,apartment
13000.0,rent,apartment
6000.0,rent,PH
2500.0,rent,apartment
30000.0,rent,store
4000.0,rent,apartment
1200.0,rent,apartment
750.0,rent,apartment
3500.0,rent,house
700.0,rent,apartment
700.0,rent,apartment
16000.0,rent,apartment
3500.0,rent,store
2400.0,rent,apartment
600.0,rent,house
4500.0,rent,store
2800.0,rent,apartment
5000.0,rent,apartment
3000.0,rent,apartment
780.0,rent,apartment
700.0,rent,apartment
900.0,rent,apartment
650.0,rent,apartment
8000.0,rent,store
850.0,rent,apartment
10000.0,rent,store
5600.0,rent,store
750.0,rent,apartment
2500.0,rent,apartment
560.0,rent,apartment
18000.0,rent,store
500.0,rent,apartment
850.0,rent,apartment
900.0,rent,apartment
750.0,rent,apartment
100000.0,rent,store
5000.0,rent,apartment
3600.0,rent,apartment
2000.0,rent,apartment
520.0,rent,apartment
1300.0,rent,house
800.0,rent,apartment
9000.0,rent,house
700.0,rent,apartment
2000.0,rent,PH
25000.0,rent,house
1750.0,rent,PH
3500.0,rent,PH
3700.0,rent,apartment
3400.0,rent,apartment
2000.0,rent,apartment
2300.0,rent,apartment
7000.0,rent,house
7000.0,rent,house
4500.0,rent,house
2000.0,rent,PH
3500.0,rent,apartment
12000.0,rent,house
10000.0,rent,house
2200.0,rent,PH
3000.0,rent,PH
3500.0,rent,apartment
2600.0,rent,PH
2900.0,rent,apartment
2000.0,rent,PH
2500.0,rent,PH
2200.0,rent,apartment
4500.0,rent,PH
4500.0,rent,apartment
9000.0,rent,apartment
3000.0,rent,apartment
6000.0,rent,store
1600.0,rent,apartment
3900.0,rent,store
4000.0,rent,store
3000.0,rent,apartment
1300.0,rent,store
2000.0,rent,apartment
2000.0,rent,apartment
8800.0,rent,house
3900.0,rent,apartment
7000.0,rent,house
3100.0,rent,house
6300.0,rent,house
5000.0,rent,apartment
7000.0,rent,apartment
43000.0,rent,store
15000.0,rent,house
9000.0,rent,house
20000.0,rent,house
2000.0,rent,house
6800.0,rent,PH
2200.0,rent,store
45000.0,rent,store
3200.0,rent,apartment
2800.0,rent,apartment
3000.0,rent,PH
2800.0,rent,apartment
15000.0,rent,store
3300.0,rent,apartment
4500.0,rent,apartment
2700.0,rent,apartment
4000.0,rent,store
3500.0,rent,apartment
1500.0,rent,store
2800.0,rent,apartment
3200.0,rent,apartment
1500.0,rent,store
4300.0,rent,apartment
2500.0,rent,store
3500.0,rent,apartment
11000.0,rent,store
2400.0,rent,apartment
2500.0,rent,house
3200.0,rent,apartment
2500.0,rent,store
6500.0,rent,store
3600.0,rent,apartment
3200.0,rent,apartment
3800.0,rent,apartment
12000.0,rent,store
3000.0,rent,store
3800.0,rent,PH
1200.0,rent,store
3500.0,rent,PH
2800.0,rent,apartment
3200.0,rent,apartment
2800.0,rent,apartment
2500.0,rent,apartment
1800.0,rent,store
3200.0,rent,apartment
2800.0,rent,apartment
28000.0,rent,store
2800.0,rent,apartment
2800.0,rent,apartment
1111.0,rent,house
11111.0,rent,house
20500.0,rent,house
4000.0,rent,store
7000.0,rent,apartment
1800.0,rent,apartment
45000.0,rent,store
2500.0,rent,apartment
4000.0,rent,apartment
12500.0,rent,house
9000.0,rent,store
20000.0,rent,house
6300.0,rent,house
12000.0,rent,apartment
10000.0,rent,apartment
14000.0,rent,house
35000.0,rent,store
2500.0,rent,store
3000.0,rent,house
7000.0,rent,apartment
3200.0,rent,apartment
9000.0,rent,store
7500.0,rent,store
3300.0,rent,apartment
8000.0,rent,store
8000.0,rent,house
4000.0,rent,store
4000.0,rent,apartment
